gene_symbol	s_het
TMCC3	0.014655579
SAMD14	0.014653809
COG4	0.014651989
BRMS1	0.014645541
KLHL5	0.014640979
CEP120	0.014639347
TBL3	0.014632725
ACKR4	0.014632699
NUP37	0.014627454
MATN1	0.014627396
TPD52L3	0.014624966
ARAP1	0.014621242
PCYT1A	0.014620356
DHODH	0.014619009
NPPA	0.014613413
MOCS3	0.014609646
SNRPB2	0.01460626
TBC1D10C	0.014603978
SLX4	0.014600873
SYNRG	0.014599328
POSTN	0.014598975
SAMD8	0.014596221
TPD52	0.014595471
TENC1	0.014586585
MRPL42	0.014582234
NKX3-1	0.014579219
PDK2	0.014579171
ACER1	0.014576735
WFDC6	0.014573947
ALKBH6	0.014567536
LARP1B	0.014558674
HOXA2	0.014557066
SLC25A39	0.01455499
NUBP2	0.014554887
FAM127B	0.014554282
RALYL	0.014545418
UBAC2	0.014544438
MOB1B	0.014538021
ITGA11	0.014534228
AQPEP	0.014531062
PIGM	0.014530626
SGSM3	0.014529318
ARPP19	0.014521306
AMFR	0.01451886
KATNBL1	0.014508603
LRP10	0.014504985
PEX11B	0.014504245
GPT2	0.014491528
MOSPD3	0.014489865
UNC50	0.014483494
PON2	0.014483114
ECH1	0.014473443
MYO9A	0.014471657
HJURP	0.01446963
ABCB10	0.014464135
NAA38	0.014445416
CHKB	0.014444873
IL1RN	0.014432214
DPAGT1	0.014427923
TALDO1	0.014421776
CEP85L	0.014417522
SDHC	0.01441718
UTP6	0.014409367
MED28	0.014408939
TMEM256-PLSCR3	0.014408627
LIX1	0.01440504
PARD3B	0.014401558
GPR82	0.01440118
NT5C3A	0.01439835
PNPLA2	0.014396436
KRT6B	0.014395073
FBXO43	0.014383782
RPP14	0.014377523
SLC26A5	0.014370545
ACCS	0.01436604
DPH3	0.014361303
OR5AN1	0.014356691
IER3IP1	0.014350434
ALG9	0.01435014
TDG	0.014349351
CCDC94	0.01434664
POLE4	0.014344397
INHBC	0.014340823
PI4KA	0.014339419
ANKS6	0.014333113
SCGB1A1	0.014332436
TMEM150C	0.014321057
SPRY1	0.014318129
SCD5	0.014314106
SLAMF7	0.014308711
DSCC1	0.014308065
TCTEX1D2	0.014303979
RPL41	0.01430193
PTPN21	0.014299696
LUZP4	0.014299253
GSTM1	0.014298964
SNX25	0.014295367
HSD17B4	0.014292585
MYO1C	0.014288913
B3GALT5	0.014285832
FAM83C	0.014283025
ABHD12	0.01428289
HRH2	0.01428092
DRD3	0.014279683
SPAG7	0.014278025
FKBPL	0.01427584
TMEM251	0.01427341
CARKD	0.014273387
TRO	0.014271685
RNASE1	0.014266487
MATN3	0.01426339
BRCA2	0.014262719
SLC9A8	0.014262451
IQCJ-SCHIP1	0.014257852
HAUS2	0.014250168
TMEM86A	0.014244376
PTCHD2	0.014242068
PDZD7	0.014237653
GPR83	0.014237318
APOBR	0.014236157
RABIF	0.014235374
SLA	0.014233106
ELP3	0.014227369
RTTN	0.014226121
FGFR4	0.01422318
SLC7A9	0.014221741
ZNF641	0.014219618
STAG3	0.014215382
TNIP2	0.014209104
TRAF3IP2	0.01420909
CKMT1A	0.01420245
COL4A4	0.014199946
KLHL1	0.014199262
COLGALT2	0.014197035
KDELC1	0.014189536
KCNC4	0.014185397
GALR2	0.014183886
DMRT3	0.014183799
PAQR8	0.014175501
VHLL	0.014175471
SIGLEC14	0.014172182
GPANK1	0.014169172
ACTRT2	0.014166183
SIAH3	0.014164005
NOP2	0.014160071
MRPS7	0.014157429
P4HTM	0.014156706
ZBTB45	0.014155751
OR10A5	0.014154323
SAMHD1	0.014154139
ECT2	0.014147698
F11R	0.014145855
TRMT1	0.014141733
MUSK	0.014140378
ACADS	0.014134145
NANP	0.014127223
TTC30A	0.014125384
DUSP12	0.014125147
SLC35A3	0.014124147
ARFGEF1	0.01412385
AGGF1	0.014119847
ITGB4	0.014119761
MTIF3	0.014113392
CHDH	0.014112243
MRFAP1L1	0.01409454
ODF3	0.014091077
TMEM8B	0.014089994
PSMB9	0.014084208
ALPL	0.0140834
CGRRF1	0.014074301
TPRKB	0.014074034
ZNF511	0.014070953
ECHS1	0.014065453
KRTAP10-4	0.014064845
AHRR	0.014055813
CAP1	0.014049532
MAN1B1	0.014049074
APBB3	0.014043134
RARS	0.014042495
TK2	0.014039576
LIN37	0.014033344
HARS2	0.014028701
CENPT	0.014027827
MGLL	0.014025437
C5orf54	0.014019906
ZNF415	0.014018904
ADCY8	0.014018052
ZNF397	0.014015643
PARP9	0.014010945
WNT16	0.014006401
HTR6	0.014002495
STAMBPL1	0.013999967
PCDHGB7	0.01399857
AWAT1	0.013997564
MTMR6	0.013996485
LAT2	0.013995729
SLC27A1	0.013990306
SCYL1	0.013986083
AGA	0.013983451
SIGIRR	0.013983065
MYO1F	0.013982582
CLIC4	0.013980586
OR2AE1	0.013974419
COL6A3	0.013973794
ZMYM6	0.013963321
PRAME	0.013963121
HIST1H1A	0.013962156
SLC6A9	0.013955698
C1orf146	0.013950165
CCNA1	0.013944708
ACTA1	0.013944326
ZNF623	0.013939572
ACTR6	0.013935413
RAB11FIP1	0.013930612
MYBPC3	0.01393028
C14orf39	0.013929106
DTX2	0.013923656
TBCC	0.013910298
ERO1LB	0.013910074
DEPDC1B	0.013909205
RBMS2	0.013908651
CENPN	0.013906856
ARHGAP12	0.013904953
UTP23	0.013899652
ZNF25	0.013894751
SEMA4G	0.013894491
SLC35B1	0.013894416
OR1S1	0.013891912
SYCP2L	0.01389012
ADM5	0.013889176
RBFA	0.013886642
GALK1	0.013882209
ZDHHC2	0.013871626
HORMAD1	0.013870983
TBCCD1	0.013867316
LARS2	0.013866542
GHR	0.013860784
TTI1	0.013860756
SPATA31D1	0.013859607
FXYD2	0.013858665
METTL5	0.01385791
PTRH1	0.013853778
PHLDB2	0.013850488
SPEF1	0.013842446
R3HCC1L	0.01384112
OR52E8	0.013837409
TTC32	0.013834568
MLYCD	0.013833106
MORN4	0.013829829
ALDH4A1	0.013814327
TCAP	0.013814157
ZNF416	0.013808856
ZNRF4	0.013807551
ATP6V1G2	0.013805178
TREX1	0.013804298
NEK1	0.013801749
SCARF1	0.013801139
GHITM	0.013791007
LCE1B	0.013789837
SEPT3	0.013789495
PDE9A	0.0137831
AKAP9	0.013782046
ZNF143	0.013774638
ACSBG1	0.013773494
PIGO	0.013770931
MAGEB2	0.01377022
REG4	0.013766264
ZNF581	0.013763279
KLHL17	0.013762146
APOM	0.013759307
RCN1	0.013757366
RNF14	0.013754938
PDPN	0.01374796
MAP6D1	0.013741942
PSPH	0.01373839
CRYBA1	0.013726255
B4GALNT3	0.013725977
PTPLA	0.013725557
MIEF1	0.013722954
N4BP2	0.013717842
LRCH1	0.013717668
CLUAP1	0.013716321
RCCD1	0.013716281
LRRC57	0.013716084
NAT9	0.013711312
RRBP1	0.013710919
NARS	0.013702719
OGFRL1	0.01369609
CLIP4	0.013695459
DFNB31	0.013688081
GSG2	0.01368284
ADAMTS13	0.013675183
ABCB9	0.013669495
BVES	0.013665816
SLC2A6	0.013659001
SPDYC	0.013652237
PKLR	0.013650147
MRPL2	0.013644114
HRASLS2	0.013643134
C7orf50	0.013642107
NSMCE4A	0.01363763
NARG2	0.013632773
PLEKHG2	0.013631014
GPN2	0.013630843
PRLHR	0.013630837
BUB1	0.013622886
CA4	0.013622767
ALDH16A1	0.013622231
EAF1	0.013616454
ETFB	0.01361434
CHGB	0.013614219
PRR3	0.013608237
MRPS18B	0.013608176
NAGA	0.013605474
DNA2	0.013605053
SLC12A1	0.013602207
ASB4	0.013602178
FAM181A	0.013601281
PHB2	0.013600225
IPO4	0.013597374
IRX1	0.013596752
BOD1	0.013591188
TRAFD1	0.013588299
SLC39A4	0.013584319
LIG3	0.013578483
MFAP5	0.013574283
TRAPPC9	0.01357229
NMD3	0.013565991
IL4	0.013562767
TMEM215	0.013562521
DYNC1I2	0.013560557
DCSTAMP	0.013558085
RP11-315D16.2	0.013556679
NELL1	0.013535578
PTS	0.013535465
MROH9	0.013530998
PCDHGA11	0.01352877
C17orf49	0.013524383
RPUSD2	0.013523639
ORC1	0.013523244
KLHL20	0.013522951
ZC3HC1	0.013518964
DDX31	0.013515321
KRT5	0.013511326
RNF217	0.013499849
ODF1	0.013499328
GSTO1	0.013497625
GNAT2	0.013495712
PLOD1	0.013492557
WHAMM	0.013492533
CCDC23	0.013489959
MS4A8	0.013475752
SLC24A4	0.013474638
TBCK	0.013474353
KIAA1328	0.01347353
CHODL	0.013469581
NFAM1	0.013467311
HHIPL1	0.01346635
PCED1A	0.01345372
PLCXD3	0.013444033
PDP2	0.013438361
RTP1	0.013432986
SLC43A1	0.013424839
CEBPE	0.013423965
ADAM30	0.013423343
PDE5A	0.013415843
LPL	0.013413689
ENAM	0.013411646
GCHFR	0.01341071
C10orf11	0.013406959
SHROOM1	0.013406127
HSD17B12	0.013400469
ENTPD5	0.013398144
STAC3	0.013389284
PPP1R14C	0.013381163
NDUFAF3	0.013374215
PPCS	0.013373272
OXLD1	0.013372126
CCDC174	0.013370279
VSIG10	0.013366518
DLGAP5	0.013365417
XAGE3	0.013364046
FAM8A1	0.013363514
ELOVL3	0.013353791
MAGOHB	0.013353536
ZNF831	0.013351402
AFG3L2	0.013351118
SMAGP	0.013345636
SLC35A4	0.013340103
SEC23A	0.013326463
PUS3	0.013316011
CDK9	0.013307242
C10orf99	0.013306134
GPR98	0.013299315
ZNF488	0.01329054
TRIM35	0.013283371
ZYX	0.013275059
TMEM87A	0.013273652
CD8A	0.013268037
SNX24	0.013258999
RNF5	0.013257308
PLEKHH3	0.013256717
ADRBK2	0.013256369
ENPP6	0.013252353
TF	0.013249721
DLX4	0.013245945
FAM221B	0.013227429
TSR3	0.013220531
KLHL7	0.013217691
C5orf55	0.01321568
CSF2RA	0.01321528
TOR1AIP2	0.013211399
METTL18	0.013207136
CLMN	0.013203729
DDB2	0.013201251
SLC12A4	0.013198856
TTC14	0.013194796
CYP7A1	0.013189952
NUDT16L1	0.013186452
A2M	0.013185631
ZXDA	0.013182731
LLGL2	0.013181617
DSEL	0.013179229
GLE1	0.013178194
ARRDC1	0.01317542
RNF157	0.013175062
SLC1A1	0.013163683
IL12B	0.013156926
COA6	0.01315622
CAB39L	0.013154945
STRA6	0.013152982
IFT172	0.013152341
OCIAD1	0.013145039
HARBI1	0.013144622
LRRC32	0.013139253
OLFM3	0.013134726
FAM216A	0.013124637
WBSCR22	0.013119763
LAMB2	0.01311854
SIMC1	0.01309889
KLC4	0.013098062
PIK3IP1	0.013094605
CHRM5	0.013087895
BBS7	0.013083035
AGPAT5	0.013082967
RAB38	0.01308226
SMYD1	0.013081385
ECSIT	0.013070827
TMX4	0.013067345
DPM2	0.013065561
ARL15	0.013056654
THBS3	0.013052406
PRDM15	0.013051542
MED27	0.013050728
PCCB	0.013046986
DDX54	0.013042444
CERS3	0.013038917
DTNBP1	0.013034782
LIPA	0.013030014
CDC42EP2	0.013029443
CCDC142	0.013024031
DNTTIP2	0.013021678
OR4K14	0.013018219
MON1A	0.013014463
ART5	0.013010882
TBC1D7	0.013004763
BIN2	0.013004124
ZNF286A	0.013002275
PDE4C	0.01300221
APOBEC4	0.013000408
EDIL3	0.01299492
HIST2H2BF	0.012992855
SPEM1	0.012986055
DHCR24	0.012985053
NEU1	0.01298263
TTC7A	0.012980244
KIAA0895L	0.012979827
RALGAPA2	0.012978852
GALNS	0.012977775
HAUS8	0.012976876
ZNF230	0.012974884
PCMTD2	0.012969961
MYOT	0.012967377
EXT2	0.012958839
RAD17	0.012955253
MYO1D	0.012948856
ZNF259	0.012945241
TMEM5	0.012944152
WDFY1	0.012943016
PTPRB	0.012941436
SHMT2	0.012940374
MORN5	0.012939039
EVC	0.012924338
MOGS	0.012923599
RPAP2	0.012922976
HIST1H3H	0.01291989
KLHL6	0.012918608
PROCR	0.012918395
LPAR1	0.012914868
NASP	0.012910433
RAD9A	0.012901629
MRPL14	0.012899723
YIPF2	0.012891343
RNF152	0.012887406
OR51B2	0.012886917
IFNA4	0.01288354
APOF	0.012882005
PEX10	0.012879833
FARS2	0.012861718
MEP1A	0.012860709
TUT1	0.012858219
GAST	0.012856627
LIN7C	0.012854266
PLXDC1	0.01285378
METTL21B	0.012849459
OR4C12	0.01284885
HOXD1	0.012841665
DNAJB8	0.012841201
LRRC56	0.012827865
PLAU	0.012827615
SYT5	0.012826853
RRP15	0.012823351
GUCA1A	0.012814674
FAM149A	0.012807605
HHAT	0.012806591
APOC1	0.012802386
ZNF583	0.012800609
GLI1	0.012800465
ZNF232	0.012799769
CD300LG	0.012798589
ABHD5	0.012795645
QRSL1	0.012795345
IK	0.012789626
PAQR6	0.012789368
STYXL1	0.012787501
ZNF165	0.012786115
GMCL1	0.012777879
ABCB11	0.012776527
ATG12	0.012771009
C2orf62	0.012767647
LRRC16B	0.012767172
IFNAR2	0.012763362
MRPS5	0.012760905
SNX29	0.012759948
GFM1	0.012753463
ADAM19	0.012750941
ADAM22	0.01275042
CENPA	0.012749228
ZMAT4	0.012746721
ITGAX	0.012745123
CYP19A1	0.012744679
G6PC3	0.012741322
NDUFS4	0.012740487
ANKRD54	0.012733708
RNASET2	0.012728145
MLPH	0.012722593
EXOC2	0.012719779
DOK7	0.012712783
QARS	0.012708319
BNIP2	0.012706572
GEMIN7	0.012702199
DDC	0.012699966
THY1	0.012699054
DSG2	0.012698902
RUNDC1	0.01269574
MTRR	0.012694337
LOXL3	0.012693391
ASPH	0.012691933
NDUFA11	0.012686895
MPP7	0.012684026
ZNF317	0.012681395
CYP26A1	0.012676012
APP	0.012673376
TECPR1	0.012669095
RAB34	0.012664695
SLC16A12	0.012663486
MFSD8	0.012662617
CCDC102A	0.012662118
CP	0.012657997
CTB-186H2.3	0.012656677
ARSK	0.012654438
LGI3	0.01265436
CD53	0.012653702
RAC1	0.012651832
C8orf37	0.012645461
CCNB2	0.012645198
ATRIP	0.012644203
LAMA4	0.012643648
COL6A2	0.01263678
PUS1	0.012633024
PPP1R1A	0.012630419
EXOSC7	0.012629366
OR5M1	0.01262821
TAP2	0.01262553
IFT122	0.012611677
FAM3C	0.012607053
PCGF6	0.012602593
KRTAP19-4	0.012594367
C11orf45	0.012592177
HSPB8	0.012590646
TBC1D8	0.012588974
OR2AT4	0.012585921
TPGS2	0.012579476
MAD2L1BP	0.012576219
GCDH	0.012576162
GFAP	0.012575842
C6orf106	0.012575294
FAM71B	0.012571739
JPH2	0.012568871
CHPT1	0.012565112
LDLRAD3	0.012561172
TUB	0.012559745
PTCD3	0.012548879
VIPAS39	0.012548194
SH2D2A	0.012540556
PDE1C	0.012540241
SC5D	0.012532826
RHOBTB3	0.01253197
CHP2	0.012531514
OSGIN1	0.01253059
USP16	0.012525023
UGT1A8	0.012516677
CLIC1	0.012516013
TUBB6	0.012514002
NDUFA10	0.012512063
MSRB3	0.012510891
ANKRD55	0.01250251
SAMD13	0.012499533
RPL7L1	0.012497883
NUP88	0.012496297
KRTAP5-4	0.012495415
ABCF3	0.012484962
MVB12A	0.012480688
GNPNAT1	0.012480021
RARS2	0.012479382
CYP27B1	0.012474488
CPNE8	0.012473056
FABP1	0.012467215
MRPS24	0.012464262
PPP1R3A	0.012464256
PIBF1	0.012460516
SHISA3	0.01245308
AFAP1L2	0.012448049
SYNC	0.012425472
TECTA	0.012417682
CCDC104	0.012416509
ARHGEF28	0.012415751
IL5	0.012407553
NOSIP	0.012407389
FAAH	0.012403117
FAM76A	0.012398008
TADA2A	0.012394867
OR51V1	0.012393877
CPSF2	0.012389462
WDFY2	0.012388377
ZNF350	0.012385423
THSD1	0.012381518
ZSCAN29	0.012376874
TXNRD1	0.012376764
SLC39A11	0.012375861
OSGEP	0.012374614
HOXB1	0.012365026
MLNR	0.012364909
ASS1	0.012362741
LMLN	0.012357229
GSTA4	0.012344094
ACBD5	0.012340632
PLEKHA3	0.01233949
SYNDIG1L	0.012338857
GLI4	0.012336711
ANO3	0.012334305
GPATCH2	0.012332334
KIN	0.012329202
RAI1	0.012328295
COLEC10	0.01231885
MYF5	0.012315129
C15orf60	0.01231022
TRIP11	0.012308892
COL5A3	0.01229718
FAM219B	0.012289314
SMIM15	0.012282947
EIF2AK1	0.012281941
PKN3	0.012275302
POLE2	0.012273788
MRPS6	0.01226497
OSBP2	0.012264555
FAM122C	0.012259318
TRMT10C	0.012241396
FGF3	0.012236603
ARMC10	0.012234981
IL27RA	0.012234836
MED16	0.012234518
LCE2C	0.012233615
FAM83F	0.012230988
TAP1	0.012229788
EIF2D	0.01222505
CD83	0.012218558
AP3M2	0.012217097
CACNG5	0.012215059
ANAPC10	0.012211423
MYCBPAP	0.012211048
ALDH3B1	0.012209899
SLC37A4	0.012209585
TBC1D1	0.012204125
TTLL5	0.012195309
NKAIN4	0.01219214
GALT	0.012189398
SERPINF1	0.012186495
SFTPC	0.012179217
LGALS2	0.012178766
RAB28	0.012177036
PCDHA1	0.012174142
CLIC6	0.012169238
SDR9C7	0.01216687
ATG10	0.012165363
SGCZ	0.012164359
PEPD	0.012162037
PRKD1	0.012157579
PIP5K1A	0.012156035
SPTLC1	0.012155745
QSOX2	0.01215555
TUBE1	0.012148984
IL17RE	0.012141166
NUSAP1	0.01214103
ANLN	0.01213995
WTIP	0.012134149
AP1S3	0.01213056
RNF138	0.012129654
OR51B4	0.012122056
ANKRD6	0.012106613
TIAF1	0.012106341
NEUROG1	0.012106143
HGSNAT	0.012103984
CCDC109B	0.012097408
LCA5L	0.01209669
MAMSTR	0.012096244
CUL7	0.01208715
RAB3D	0.012083994
ZP2	0.012083972
MRPL55	0.012076875
APAF1	0.012076306
RGP1	0.012073514
PCED1B	0.012065868
OR52B6	0.012064165
GZMH	0.012063825
CIITA	0.012062837
KITLG	0.012061137
PCP4	0.012059008
SLC39A12	0.012058622
DDI1	0.012036582
DPT	0.012023831
SCRG1	0.012023707
MYH2	0.012018731
LRCH4	0.01201436
GCG	0.012013731
ERBB3	0.012008314
PTX3	0.012003397
AMT	0.012000045
TMEM59L	0.011996835
SLC4A11	0.011995283
MRPL39	0.011993529
LYSMD1	0.011991881
CCDC59	0.011991614
ZDHHC1	0.011986968
DSC1	0.011983542
GALNT7	0.011980849
ZNF74	0.011967876
CAPN1	0.011967216
STRIP2	0.01196465
AMHR2	0.011964266
DPPA5	0.011961816
FAM24B	0.011954244
MCMDC2	0.011943204
TDRD9	0.011942067
TARS	0.011940919
PRH1	0.01193447
FAM102B	0.011933566
CRTAC1	0.011932325
ARHGAP27	0.011929761
IFT80	0.011927432
C20orf195	0.011924127
PSTK	0.0119162
OGDHL	0.011913167
DGKE	0.011910314
THSD4	0.011907982
ARG2	0.011906449
BBS9	0.011903369
BTBD17	0.011901989
S100A12	0.01188572
PARL	0.0118804
CHGA	0.011880132
SPRY3	0.011878202
GLB1	0.011876911
ATP4A	0.011876728
WBP1	0.01187639
YIF1B	0.011875878
MAD2L2	0.011874294
KDM8	0.011870802
G6PC	0.011866958
METTL15	0.011865679
TNFAIP8	0.011858101
SLC9B2	0.011853277
BCAS2	0.011849373
LAYN	0.011843737
LOXL2	0.011840787
ZCRB1	0.011835447
GTSE1	0.011833762
CNPPD1	0.011830897
CXorf66	0.011825562
GRB7	0.011815363
MRVI1	0.011814776
TTPA	0.011810637
SMAD9	0.011809779
LAPTM4B	0.011807969
MS4A15	0.011807814
ZSWIM3	0.011803745
ZNF385B	0.01180033
RNH1	0.0118
IL13RA2	0.011799005
TPM2	0.01179801
SLITRK6	0.011796075
SH3PXD2A	0.011794093
OR5F1	0.011793658
INPP5D	0.011793557
SHD	0.011791458
RTCA	0.011789139
HEXB	0.011788475
VWF	0.011782094
TUBGCP5	0.011781451
COQ10A	0.01178103
RNF149	0.011780266
UBL4B	0.011779694
QTRT1	0.011779142
POLR3B	0.011777921
GMPPA	0.011775162
PLEKHG3	0.011772554
SMYD3	0.011771593
ORAOV1	0.011769845
CLN3	0.011768503
SCN2B	0.011767976
LRRC52	0.01176476
ZKSCAN8	0.011763327
HOXB2	0.011757732
NUB1	0.011756924
BACE1	0.011750506
VPS37C	0.011747902
APOL6	0.011746017
OAT	0.011742443
SYPL2	0.011737895
ERCC4	0.011732009
OMP	0.011724328
PRSS16	0.011718212
ASAP3	0.01171673
REG1A	0.011711722
ADAMTS18	0.011709295
CXCL16	0.011708839
MIA2	0.01170869
C5	0.011708455
HEATR5B	0.01170515
FAM83B	0.011704531
KRT222	0.011704478
RNF135	0.011703402
SLC17A8	0.011701522
RNF7	0.01170001
SLC6A7	0.011698708
PI4K2B	0.011698621
IMP4	0.011692896
CHRNA4	0.011691608
TRMT2A	0.011689955
RAD51AP1	0.011686954
PTK7	0.011685393
MIS18BP1	0.011684824
LRRC28	0.0116823
ATPAF2	0.011679493
PI15	0.011679327
NXF3	0.0116764
ZNF683	0.011676173
RIC8A	0.011675153
SHKBP1	0.011672902
C2orf61	0.011665692
SHC4	0.011664807
HIP1R	0.011663629
ZFYVE27	0.011660714
RFC4	0.011657066
ANKRD45	0.01165591
LGI2	0.011651535
C8orf59	0.011650687
SCNN1A	0.01164604
FASTKD2	0.011646039
ABCD2	0.011638089
NFKBIE	0.011628322
LGMN	0.011626715
AHCYL2	0.011625017
TMEM41A	0.011618059
GABRP	0.011618053
SEPHS2	0.011614513
SCFD2	0.011611971
PTPN18	0.011607084
ZNF558	0.011605803
ZNF260	0.011596148
NOL12	0.011595664
CASC10	0.011590759
SIGLEC8	0.011589758
CDX4	0.011588949
WDR6	0.011587622
TSPAN15	0.01158531
CD99L2	0.01157476
SLC25A38	0.011572284
FLVCR1	0.011572168
C17orf74	0.011570585
CAPN3	0.011568187
SLC35B3	0.011566603
CCNO	0.011565113
SWI5	0.011564351
CPSF3	0.011559788
ME3	0.011558578
PDCD2L	0.011558348
IDI1	0.011552717
TAS2R5	0.01155164
ASB8	0.011541605
DNAL4	0.011539471
ARHGAP24	0.011537016
MBIP	0.01153413
RBM11	0.011532484
B3GNT3	0.011531659
AASS	0.011528158
COX6A1P2	0.011526943
POLR3H	0.011526393
MGST3	0.011523841
OR14A16	0.011523227
PPIL4	0.011521659
NCF2	0.011520274
AQP5	0.011520066
FUZ	0.011520053
HMCES	0.011511397
SLC43A3	0.011506164
HSPB11	0.011505484
DPH7	0.011495435
POLR3GL	0.011494789
PAG1	0.011492937
XKRX	0.011488246
OR4N2	0.011484975
HMGN3	0.011481321
RAB3IL1	0.011480446
LIM2	0.011478861
IGFLR1	0.011476548
TCAIM	0.011475937
PIP4K2C	0.011475405
S100B	0.011475155
HR	0.011472515
ADH1B	0.011469643
CTC1	0.011469173
PACRG	0.011468149
LYPLA1	0.011467055
HOXD11	0.011466853
ID1	0.011465732
RBM28	0.01146091
OR2M3	0.011459076
MZT2A	0.011458882
LAMTOR5	0.011457251
C3orf70	0.011456156
CHRNA9	0.011455537
ALDH1B1	0.011454541
MYH3	0.011452289
SEC23IP	0.01145205
PAIP2B	0.011451284
YBX3	0.011451134
MGAT4C	0.011449576
GSTM3	0.01144813
TMEM2	0.011447872
MPV17L	0.011438717
OR1I1	0.011438467
HMGCL	0.011436812
NKAPL	0.011433076
SMAD6	0.011431769
APOBEC3F	0.011428777
METTL6	0.011427576
POGLUT1	0.011426948
DDX60	0.011423915
SPTSSB	0.011416249
THEMIS2	0.011411341
RFTN2	0.011409153
ATF6B	0.011408885
GUCY1A3	0.011405113
DEFB121	0.011404315
APOE	0.011402836
SYNGR2	0.011397519
NEK8	0.011393158
OFD1	0.011386314
CALB2	0.0113855
SGCB	0.011382216
CDC20	0.011382022
DUXA	0.011377814
DIEXF	0.011377689
TMEM14A	0.011374186
DAGLB	0.011364659
PSMG1	0.011363014
ZNF75A	0.011356193
UMPS	0.011354761
PIGZ	0.011343651
MOAP1	0.01134268
THTPA	0.011340301
CAND2	0.011334779
TCERG1L	0.011334654
C6orf201	0.011332554
BMPER	0.011332209
C16orf80	0.011331582
SORD	0.011331554
SSSCA1	0.011331519
NRL	0.011326745
PM20D2	0.011326463
GNGT1	0.011326042
VPS8	0.011325773
NME1	0.011319509
SCIMP	0.011319143
S100A7A	0.011315322
MLC1	0.01131226
DNAAF2	0.011312101
N4BP2L2	0.011306219
PIWIL1	0.011304669
MYRIP	0.011302493
DNPEP	0.011297588
DRAM2	0.011297208
TCTE3	0.01129426
C10orf88	0.011291223
IARS	0.011289169
B9D2	0.011288878
VPS51	0.01128437
GPR153	0.011282842
TSEN2	0.011282706
TMEM241	0.011278997
OSGEPL1	0.011277871
C10orf107	0.011277549
SNX19	0.011276629
CTNS	0.011276183
KIAA1841	0.011274477
CHAD	0.011273723
KIAA1147	0.011270582
C2	0.011267591
KIFC3	0.011258132
ZNF540	0.011256725
PCYOX1L	0.011256371
CAPN10	0.011242044
FGL2	0.011238071
C1orf56	0.011237301
MPHOSPH6	0.011235497
EFNA4	0.011234533
TCTN2	0.011234253
ZNF823	0.011234219
ADAMTS14	0.011231624
ACKR2	0.011228949
TNFRSF17	0.011227746
ZNF501	0.01122754
ZNF561	0.01122745
DCP1B	0.011226365
SLC25A16	0.011226272
ABCF1	0.011223972
TRHR	0.011221297
MTHFR	0.011220394
ATP10D	0.011218628
CDH3	0.011218094
ZNF37A	0.011216747
RCBTB1	0.011212279
KRTAP10-1	0.011211955
ZNHIT6	0.011209882
SPRYD4	0.011208512
SLC52A2	0.011208462
LDLRAP1	0.011206507
SLC37A3	0.011205733
CCDC172	0.011204177
ALG11	0.01120136
TXN2	0.011197376
HCLS1	0.011195797
C17orf78	0.01119389
DEFB118	0.01119195
MZF1	0.011190545
ECEL1	0.011190243
ELP2	0.011189576
SEC14L2	0.011189202
CCKBR	0.011188557
PCDP1	0.011188132
GPAA1	0.011187798
CEACAM6	0.01118092
CCDC136	0.011180097
ATP9B	0.011179291
SLC16A4	0.011174141
CYB5R3	0.011165959
NEDD4	0.011163336
POLR2G	0.011162544
FRMPD1	0.011162272
IGFBP1	0.011159006
TNFAIP2	0.011158332
ALDH8A1	0.011156278
ATRAID	0.011156216
ARMC3	0.011150612
CCDC40	0.011147384
GRPEL2	0.011145807
LHFPL2	0.011145403
MCCC1	0.011144685
DFFA	0.011140579
SUN2	0.01113341
AKAP13	0.011130884
MAGEA6	0.011130551
HLA-DOB	0.011127679
TMEM140	0.011126517
H6PD	0.011123859
PODN	0.011122815
FHL2	0.011113575
ORM2	0.011109131
UNC45B	0.011105627
URGCP-MRPS24	0.011104841
SBK2	0.011103273
EMILIN3	0.011100244
PLOD3	0.011099236
EPS8L3	0.011096758
ACTRT3	0.011093457
KRI1	0.011090781
PDLIM1	0.011089102
ALDH6A1	0.011088224
ARHGAP22	0.011084216
CABYR	0.011082884
FKTN	0.011082078
SPATA16	0.011082058
JAM3	0.0110805
IGLL1	0.011077506
LUC7L2	0.01107282
YIPF7	0.011072026
FAM92A1	0.011068537
ZFYVE16	0.011066852
KIF18B	0.011061954
MCM4	0.011059003
CERS5	0.011058577
CTD-3074O7.11	0.011056999
PMPCB	0.011053133
ADCK3	0.011051277
CDS2	0.011050323
SGCD	0.011050224
KCNA7	0.011049528
CLMP	0.011049459
CMTM1	0.011043669
EID2B	0.011039483
RPS21	0.01103692
RGCC	0.011032118
FAM83D	0.011032114
GYPA	0.011030913
DUS2	0.011026165
TMEM245	0.011021958
RETNLB	0.011020171
H3F3C	0.01101834
HCN3	0.011018215
APOBEC2	0.011011807
SELK	0.011011765
PALB2	0.011004153
ARAP2	0.011000452
SYTL4	0.010997239
STRADA	0.0109961
STAC2	0.010995261
TRPC3	0.01099202
APCS	0.010987709
DIRC1	0.010984378
ZNF613	0.010981773
ITPRIPL2	0.010980303
IGDCC3	0.01097995
CA6	0.010977813
RASL12	0.010976747
AVPR2	0.010975194
NTF4	0.010974634
IQCK	0.010968253
STX18	0.010964861
